EVALUATION_PROTOCOL,fullrank_NDCG@20_mean,fullrank_NDCG@20_std,fullrank_NDCG@20_min,fullrank_NDCG@20_max,fullrank_Recall@20_mean,fullrank_Recall@20_std,fullrank_MRR_mean,fullrank_Precision@20_mean,sampled_NDCG@20_mean,sampled_minus_fullrank_NDCG@20,CatalogCoverage@20_mean,ARP@20_mean,LongTailShare@20_mean
FULL_CATALOG,0.23211853881510366,0.00799252631502842,0.2270542604015171,0.24133239112623497,0.3646589694231748,0.004604727749927792,0.27128286669849166,0.07055721049373498,0.8729104900095637,0.64079195119446,0.7718346736487751,90.24678366360142,0.09969851343378089
