EVALUATION_PROTOCOL,fullrank_NDCG@20_mean,fullrank_NDCG@20_std,fullrank_NDCG@20_min,fullrank_NDCG@20_max,fullrank_Recall@20_mean,fullrank_Recall@20_std,fullrank_MRR_mean,fullrank_Precision@20_mean,sampled_NDCG@20_mean,sampled_minus_fullrank_NDCG@20,CatalogCoverage@20_mean,ARP@20_mean,LongTailShare@20_mean
FULL_CATALOG,0.009334498521417439,0.0007117093250358733,0.008548457712003259,0.009935208713535091,0.016869967433014124,0.0007687067963162715,0.015037526704989852,0.002625595417979776,0.47546142566256977,0.46612692714115234,0.0009212504069433188,504.16290707881825,0.0
