EVALUATION_PROTOCOL,fullrank_NDCG@20_mean,fullrank_NDCG@20_std,fullrank_NDCG@20_min,fullrank_NDCG@20_max,fullrank_Recall@20_mean,fullrank_Recall@20_std,fullrank_MRR_mean,fullrank_Precision@20_mean,sampled_NDCG@20_mean,sampled_minus_fullrank_NDCG@20,CatalogCoverage@20_mean,ARP@20_mean,LongTailShare@20_mean
FULL_CATALOG,0.06402213591398546,0.002920589330373264,0.06086621875375877,0.06662964886130346,0.11280186746238445,0.002898429634360802,0.08982219744234742,0.02114435378261517,0.7907983875366935,0.7267762516227081,0.798800296462537,169.3571630042165,0.10911870943602585
